Violation Id,Primary,Violation Number,Violation Date,Violation Item,Violation Item Description,Citation Number,Corrective Action,Inspection Number,Address,Zipcode,Battalion,Station Area,Fire Prevention District,Status,Close Date,Supervisor District,Neighborhood  District,X,Y
0903-002507EXT04Y,Y,0903-0025,3/4/09,07EXT04,extinguisher / service required,,correct - no permit,,1  Pier 29 1/2,94111,1,0,01N,closed,12/18/13,3,North Beach,37.80663069,-122.4035955
0903-002607PER01Y,Y,0903-0026,3/4/09,07PER01,permit / general,,correct - no permit,,1  Pier 29 1/2,94111,1,0,01N,closed,2/26/15,3,North Beach,37.80663069,-122.4035955
0903-003807EXT04Y,Y,0903-0038,3/4/09,07EXT04,extinguisher / service required,,,64039,1265  Washington St,94108,1,2,01W,closed,3/27/09,3,Nob Hill,37.79400185,-122.4139779
0903-004107EXI02Y,Y,0903-0041,3/5/09,07EXI02,exits / storage in pathway,,,,600  The Embarcadero,94107,3,35,03S,closed,3/6/09,6,Financial District/South Beach,37.78348622,-122.388893
0903-004307STO08Y,Y,0903-0043,3/5/09,07STO08,storage / no combustibles allowed,,correct - no permit,,85  Richland Ave,94110,6,32,6,closed,5/22/09,8,Bernal Heights,37.73607504,-122.424777
0903-004707PER01Y,Y,0903-0047,3/6/09,07PER01,permit / general,,,64064,960  Howard St,94103,3,1,03W,closed,3/30/10,6,South of Market,37.78072838,-122.4065266
0903-006507PER01Y,Y,0903-0065,3/10/09,07PER01,permit / general,,obtain permit,,1  Pier 29 1/2,94111,1,0,01N,closed,8/28/09,3,North Beach,37.80663069,-122.4035955
0903-008507EXI02Y,Y,0903-0085,3/12/09,07EXI02,exits / storage in pathway,,correct - no permit,64208,1  Pier 39,94133,1,1,01N,closed,12/18/13,3,North Beach,37.808871,-122.409848
0903-008807ALR12Y,Y,0903-0088,3/12/09,07ALR12,alarm system / system maintained,,correct - no permit,210396,744  - 746 Clementina St,94103,2,36,02S,closed,3/31/15,6,South of Market,37.7749434,-122.4114963
0903-0116SFCY,Y,0903-0116,3/18/09,SFC,2007 san francisco fire code,,obtain permit,64393,973  Market St,94103,3,1,03W,closed,6/20/14,6,South of Market,37.78242406,-122.4093502
0903-012907PER01Y,Y,0903-0129,3/18/09,07PER01,permit / general,,obtain permit,64362,1898  Van Ness Ave,94109,4,41,4,closed,3/4/15,3,Russian Hill,37.7930264,-122.422799
0903-013007DOR25Y,Y,0903-0130,3/18/09,07DOR25,doors / non-conforming hardware,,correct - no permit,64371,440  Davis Ct,94111,1,13,01N,closed,5/1/09,3,Financial District/South Beach,37.79669529,-122.3979784
0903-013107ALR12Y,Y,0903-0131,3/18/09,07ALR12,alarm system / system maintained,,correct - no permit,,1832  Franklin St,94109,4,38,4,closed,3/4/15,2,Pacific Heights,37.79159762,-122.423993
0903-013207EXT22Y,Y,0903-0132,3/18/09,07EXT22,extinguishers / upgrade to ul 300,,obtain permit,64378,1906  Van Ness Ave,94109,4,41,4,closed,3/4/15,3,Russian Hill,37.79338066,-122.4225016
0903-013307KEY02,,0903-0133,3/18/09,07KEY02,keys provided per fire marshal,,,81404,150  Otis St,94103,2,36,02S,closed,3/20/09,6,Mission,37.77085376,-122.4204599
0903-013307REC16,,0903-0133,3/18/09,07REC16,records / sffd binder for review for 3 years,,,81404,150  Otis St,94103,2,36,02S,closed,3/20/09,6,Mission,37.77085376,-122.4204599
0903-0133SFC,,0903-0133,3/18/09,SFC,2007 san francisco fire code,,,81404,150  Otis St,94103,2,36,02S,closed,3/20/09,6,Mission,37.77085376,-122.4204599
0903-0133SFCY,Y,0903-0133,3/18/09,SFC,2007 san francisco fire code,,,81404,150  Otis St,94103,2,36,02S,closed,3/20/09,6,Mission,37.77085376,-122.4204599
0903-013707EXI13Y,Y,0903-0137,3/19/09,07EXI13,exits/fire escapes,,,64432,1665  Chestnut St,94123,4,16,4,closed,5/4/09,2,Marina,37.80123679,-122.4306892
0903-015707STO08Y,Y,0903-0157,3/23/09,07STO08,storage / no combustibles allowed,,,64526,136  - 140 Mason St,94102,3,1,03W,closed,6/8/09,3,Tenderloin,37.78485982,-122.4091726
0903-017107SPR10,,0903-0171,3/23/09,07SPR10,sprinkler / install additional heads,,,,3822  19th St,94114,6,6,6,closed,1/4/10,8,Castro/Upper Market,37.75982099,-122.428842
0903-0171SFCY,Y,0903-0171,3/23/09,SFC,2007 san francisco fire code,,,,3822  19th St,94114,6,6,6,closed,1/4/10,8,Castro/Upper Market,37.75982099,-122.428842
0903-017707DOR03Y,Y,0903-0177,4/1/09,07DOR03,doors / repair or replace rated,,correct - no permit,,1430  Larkin St,94109,1,41,01W,closed,3/4/15,3,Nob Hill,37.79126657,-122.4188374
0903-017907ALR12Y,Y,0903-0179,3/23/09,07ALR12,alarm system / system maintained,,,64484,1430  Larkin St,94109,1,41,01W,closed,4/1/09,3,Nob Hill,37.79126657,-122.4188374
0903-019307DOR03Y,Y,0903-0193,3/25/09,07DOR03,doors / repair or replace rated,,,64578,530  - 540 Bush St,94108,1,2,01W,closed,7/23/09,3,Financial District/South Beach,37.79062003,-122.4060715
0903-019407EXI02Y,Y,0903-0194,3/25/09,07EXI02,exits / storage in pathway,,,64594,1875  - 1877 Geary Blvd,94115,4,5,4,closed,3/31/09,5,Western Addition,37.78382954,-122.4341166
0903-019407ILL02,,0903-0194,3/25/09,07ILL02,illumination / repair emergency lighting,,,64594,1875  - 1877 Geary Blvd,94115,4,5,4,closed,3/31/09,5,Western Addition,37.78382954,-122.4341166
0903-019507DOR08Y,Y,0903-0195,3/25/09,07DOR08,doors / latches,,,64598,733  - 741 Grant Ave,94108,1,2,01N,closed,4/10/09,3,Chinatown,37.79385204,-122.4064882
0903-019507EXT04,,0903-0195,3/25/09,07EXT04,extinguisher / service required,,,64598,733  - 741 Grant Ave,94108,1,2,01N,closed,4/10/09,3,Chinatown,37.79385204,-122.4064882
0903-019507STO10,,0903-0195,3/25/09,07STO10,storage / mech. & elect. rooms,,,64598,733  - 741 Grant Ave,94108,1,2,01N,closed,4/10/09,3,Chinatown,37.79385204,-122.4064882
0903-020007HAZ06,,0903-0200,3/26/09,07HAZ06,hazard / secure/protect gas cylinders,,obtain permit,,1355  Van Dyke Ave,94124,10,17,10,closed,2/25/15,10,Bayview Hunters Point,37.72636925,-122.3880264
0903-020007PER01Y,Y,0903-0200,3/26/09,07PER01,permit / general,,obtain permit,,1355  Van Dyke Ave,94124,10,17,10,closed,2/25/15,10,Bayview Hunters Point,37.72636925,-122.3880264
0903-020207EXT22Y,Y,0903-0202,3/26/09,07EXT22,extinguishers / upgrade to ul 300,,obtain permit,64573,2136  - 2142 Union St,94123,4,16,4,closed,3/4/15,2,Marina,37.79749354,-122.4345657
0903-020307STO18Y,Y,0903-0203,3/26/09,07STO18,storage / combustibles in exit path,,correct - no permit,,139  Grand View Ave,94114,6,24,6,closed,3/17/15,8,Twin Peaks,37.75589445,-122.4397382
0903-020607ALR12Y,Y,0903-0206,3/27/09,07ALR12,alarm system / system maintained,,correct - no permit,64635,2337  Mission St,94110,6,7,6,closed,7/21/09,9,Mission,37.75961785,-122.4187913
0903-020607DOR02,,0903-0206,3/27/09,07DOR02,doors / blocked open,,correct - no permit,64635,2337  Mission St,94110,6,7,6,closed,7/21/09,9,Mission,37.75961785,-122.4187913
0903-020607DOR03,,0903-0206,3/27/09,07DOR03,doors / repair or replace rated,,correct - no permit,64635,2337  Mission St,94110,6,7,6,closed,7/21/09,9,Mission,37.75961785,-122.4187913
0903-020607STD09,,0903-0206,3/27/09,07STD09,standpipes / maintenance,,correct - no permit,64635,2337  Mission St,94110,6,7,6,closed,7/21/09,9,Mission,37.75961785,-122.4187913
0903-020607STO08,,0903-0206,3/27/09,07STO08,storage / no combustibles allowed,,correct - no permit,64635,2337  Mission St,94110,6,7,6,closed,7/21/09,9,Mission,37.75961785,-122.4187913
0903-0206SFC,,0903-0206,3/27/09,SFC,2007 san francisco fire code,,correct - no permit,64635,2337  Mission St,94110,6,7,6,closed,7/21/09,9,Mission,37.75961785,-122.4187913
0903-022307ALR12Y,Y,0903-0223,3/30/09,07ALR12,alarm system / system maintained,,correct - no permit,,1935  Franklin St,94109,4,38,4,closed,4/20/09,2,Pacific Heights,37.79238839,-122.4247783
0903-022407DOR08,,0903-0224,3/30/09,07DOR08,doors / latches,,correct - no permit,64676,1300  - 1330 Bush St,94109,4,41,4,closed,3/4/15,3,Nob Hill,37.78911295,-122.4190926
0903-022407EXI02Y,Y,0903-0224,3/30/09,07EXI02,exits / storage in pathway,,correct - no permit,64676,1300  - 1330 Bush St,94109,4,41,4,closed,3/4/15,3,Nob Hill,37.78911295,-122.4190926
0903-022507EXI02Y,Y,0903-0225,3/30/09,07EXI02,exits / storage in pathway,,correct - no permit,,1723  - 1725 Union St,94123,4,16,4,closed,4/1/09,2,Marina,37.79782731,-122.4277305
0903-024907ILL09Y,Y,0903-0249,3/31/09,07ILL09,illumination / emergency power required,,correct - no permit,64725,3251  20th Ave,94132,8,19,8,closed,4/21/09,7,Lakeshore,37.7284706,-122.4768258
0904-000207ELE07,,0904-0002,4/1/09,07ELE07,electrical / hazards,,obtain permit,,1230  - 1240 Underwood Ave,94124,10,17,10,closed,2/25/15,10,Bayview Hunters Point,37.72621833,-122.3847264
0904-000207PER01Y,Y,0904-0002,4/1/09,07PER01,permit / general,,obtain permit,,1230  - 1240 Underwood Ave,94124,10,17,10,closed,2/25/15,10,Bayview Hunters Point,37.72621833,-122.3847264
0904-0002SFC,,0904-0002,4/1/09,SFC,2007 san francisco fire code,,obtain permit,,1230  - 1240 Underwood Ave,94124,10,17,10,closed,2/25/15,10,Bayview Hunters Point,37.72621833,-122.3847264
0904-000307EXT04,,0904-0003,4/1/09,07EXT04,extinguisher / service required,,,64749,1278  - 1280 Underwood Ave,94124,,,10,closed,9/24/09,10,Bayview Hunters Point,37.72659615,-122.385689
0904-000307PER01Y,Y,0904-0003,4/1/09,07PER01,permit / general,,,64749,1278  - 1280 Underwood Ave,94124,,,10,closed,9/24/09,10,Bayview Hunters Point,37.72659615,-122.385689
0904-0003SFC,,0904-0003,4/1/09,SFC,2007 san francisco fire code,,,64749,1278  - 1280 Underwood Ave,94124,,,10,closed,9/24/09,10,Bayview Hunters Point,37.72659615,-122.385689
0904-000407ALR12Y,Y,0904-0004,4/1/09,07ALR12,alarm system / system maintained,,correct - no permit,,1430  Larkin St,94109,1,41,01W,closed,3/4/15,3,Nob Hill,37.79126657,-122.4188374
0904-000507EXI02Y,Y,0904-0005,4/1/09,07EXI02,exits / storage in pathway,,correct - no permit,,1430  Larkin St,94109,1,41,01W,closed,3/4/15,3,Nob Hill,37.79126657,-122.4188374
0904-000607SPR07Y,Y,0904-0006,4/1/09,07SPR07,sprinkler / control valve,,correct - no permit,,1430  Larkin St,94109,1,41,01W,closed,3/4/15,3,Nob Hill,37.79126657,-122.4188374
0904-000707REC20Y,Y,0904-0007,4/1/09,07REC20,records / ul certificate,,,64819,445  Bush St,94108,1,13,01W,closed,4/8/10,3,Financial District/South Beach,37.79039606,-122.4048127
0904-001107PER01Y,Y,0904-0011,4/2/09,07PER01,permit / general,,,64786,2630  Bay Shore Blvd,94134,9,44,9,closed,12/10/09,10,Visitacion Valley,37.70863994,-122.4057919
0904-001207EXI13Y,Y,0904-0012,4/2/09,07EXI13,exits/fire escapes,,,64779,817  Terry A Francois Blvd,94107,3,,03W,closed,4/2/09,10,Potrero Hill,37.7654546,-122.3865753
0904-001307STO08Y,Y,0904-0013,4/2/09,07STO08,storage / no combustibles allowed,,,,251  San Jose Ave,94110,6,11,6,closed,4/2/09,8,Mission,37.75129496,-122.421246
0904-001407EXT15Y,Y,0904-0014,4/2/09,07EXT15,extinguisher / required,,,64752,450  10th St,94103,2,29,02S,closed,4/2/09,6,South of Market,37.77048767,-122.411106
0904-007707EXT04,,0904-0077,4/9/09,07EXT04,extinguisher / service required,,obtain permit,64938,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,9/20/13,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-007707HAZ04,,0904-0077,4/9/09,07HAZ04,hazard / flam. liq. storage cabinets,,obtain permit,64938,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,9/20/13,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-007707PER01Y,Y,0904-0077,4/9/09,07PER01,permit / general,,obtain permit,64938,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,9/20/13,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-0077SFC,,0904-0077,4/9/09,SFC,2007 san francisco fire code,,obtain permit,64938,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,9/20/13,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-007807HAZ04,,0904-0078,4/9/09,07HAZ04,hazard / flam. liq. storage cabinets,,obtain permit,,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,2/25/15,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-007807PER01Y,Y,0904-0078,4/9/09,07PER01,permit / general,,obtain permit,,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,2/25/15,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-0078SFC,,0904-0078,4/9/09,SFC,2007 san francisco fire code,,obtain permit,,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,2/25/15,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-007907HAZ04,,0904-0079,4/9/09,07HAZ04,hazard / flam. liq. storage cabinets,,,64997,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,9/1/09,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-007907PER01Y,Y,0904-0079,4/9/09,07PER01,permit / general,,,64997,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,9/1/09,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-0079SFC,,0904-0079,4/9/09,SFC,2007 san francisco fire code,,,64997,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,9/1/09,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-008007EXT04,,0904-0080,4/9/09,07EXT04,extinguisher / service required,,obtain permit,64998,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,9/20/13,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-008007PER01Y,Y,0904-0080,4/9/09,07PER01,permit / general,,obtain permit,64998,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,9/20/13,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-0080SFC,,0904-0080,4/9/09,SFC,2007 san francisco fire code,,obtain permit,64998,1318  - 1324 Fitzgerald Ave,94124,10,17,10,closed,9/20/13,10,Bayview Hunters Point,37.72269378,-122.3935244
0904-008107ALR12Y,Y,0904-0081,4/9/09,07ALR12,alarm system / system maintained,,obtain permit,,1581  Webster St,94115,4,38,4,closed,3/4/15,5,Japantown,37.7849719,-122.4318524
0904-002107ALR12Y,Y,0904-0021,4/3/09,07ALR12,alarm system / system maintained,,,64792,965  Sutter St,94109,4,3,4,closed,7/8/09,3,Nob Hill,37.78814211,-122.4160907
0904-010107ALR12Y,Y,0904-0101,4/10/09,07ALR12,alarm system / system maintained,,,65045,1233  Arguello Blvd,94122,5,12,5,closed,4/14/09,5,Inner Sunset,37.76555856,-122.4581091
0904-0102SFCY,Y,0904-0102,4/12/09,SFC,2007 san francisco fire code,,,64988,1750  - 1760 Polk St,94109,4,41,4,closed,4/27/09,3,Russian Hill,37.79312409,-122.4209072
0904-010607PER01Y,Y,0904-0106,4/13/09,07PER01,permit / general,,,71247,1  Pier 30,94158,3,60,03S,closed,4/13/09,6,Mission Bay,37.7736395,-122.384714
0904-0128SFCY,Y,0904-0128,4/15/09,SFC,2007 san francisco fire code,,,65517,246  - 250 Kearny St,94108,1,13,01S,closed,4/30/09,3,Financial District/South Beach,37.7904982,-122.4035949
0904-0134SFCY,Y,0904-0134,4/16/09,SFC,2007 san francisco fire code,,,,1000  Van Ness Ave,94109,4,3,4,closed,8/12/09,6,Tenderloin,37.78517153,-122.420018
0904-015207ALR12Y,Y,0904-0152,4/16/09,07ALR12,alarm system / system maintained,,,65090,55  05th St,94103,3,1,03N,closed,5/6/09,6,South of Market,37.78350981,-122.4068515
0904-015307ALR12Y,Y,0904-0153,4/16/09,07ALR12,alarm system / system maintained,,,65092,27  Dashiell Hammett St,94108,1,2,01W,closed,5/22/09,3,Nob Hill,37.79064963,-122.4081475
0904-015407ALR12Y,Y,0904-0154,4/16/09,07ALR12,alarm system / system maintained,,,65119,2707  Pine St,94115,4,10,4,closed,4/22/09,2,Pacific Heights,37.78687788,-122.4405192
0904-016007ALR12Y,Y,0904-0160,4/17/09,07ALR12,alarm system / system maintained,,,65126,3650  Broderick St,94123,4,16,4,closed,5/1/09,2,Marina,37.80421873,-122.4451978
0904-016107DOR08Y,Y,0904-0161,4/17/09,07DOR08,doors / latches,,correct - no permit,65152,653  - 673 Union St,94133,1,28,01N,closed,10/21/09,3,Chinatown,37.80000013,-122.4104212
0904-016207EXI02Y,Y,0904-0162,4/17/09,07EXI02,exits / storage in pathway,,,65164,1  Pier 1 1/2,94111,1,0,01N,closed,6/22/09,3,Financial District/South Beach,37.797348,-122.395471
0904-016307PA01Y,Y,0904-0163,4/17/09,07PA01,public assembly / permit required,,,65140,888  Stockton St,94108,1,2,01N,closed,5/26/09,3,Chinatown,37.7939602,-122.4079024
0904-016407ALR12Y,Y,0904-0164,4/17/09,07ALR12,alarm system / system maintained,,,,3655  Broderick St,94123,4,16,4,closed,4/17/09,2,Marina,37.80415142,-122.4456338
0904-016407REC20,,0904-0164,4/17/09,07REC20,records / ul certificate,,,,3655  Broderick St,94123,4,16,4,closed,4/17/09,2,Marina,37.80415142,-122.4456338
0904-016607SIG06Y,Y,0904-0166,4/18/09,07SIG06,signs / occupant load,,,,2700  - 2730 16th St,94103,2,7,02S,closed,3/2/10,9,Mission,37.76569911,-122.413521
0904-016707SIG06Y,Y,0904-0167,4/18/09,07SIG06,signs / occupant load,,,,2700  - 2730 16th St,94103,2,7,02S,closed,3/4/10,9,Mission,37.76569911,-122.413521
0904-017107EXI02,,0904-0171,4/20/09,07EXI02,exits / storage in pathway,,,65180,2327  - 2329 Mission St,94110,6,7,6,closed,4/20/09,9,Mission,37.75978022,-122.4188069
0904-017107PEN22,,0904-0171,4/20/09,07PEN22,penetrations / fire rating maintained,,,65180,2327  - 2329 Mission St,94110,6,7,6,closed,4/20/09,9,Mission,37.75978022,-122.4188069
0904-017107REC20Y,Y,0904-0171,4/20/09,07REC20,records / ul certificate,,,65180,2327  - 2329 Mission St,94110,6,7,6,closed,4/20/09,9,Mission,37.75978022,-122.4188069
0904-017107SPR08,,0904-0171,4/20/09,07SPR08,sprinkler / 5-year service,,,65180,2327  - 2329 Mission St,94110,6,7,6,closed,4/20/09,9,Mission,37.75978022,-122.4188069
0904-0171SFC,,0904-0171,4/20/09,SFC,2007 san francisco fire code,,,65180,2327  - 2329 Mission St,94110,6,7,6,closed,4/20/09,9,Mission,37.75978022,-122.4188069
0904-017207ALR12Y,Y,0904-0172,4/20/09,07ALR12,alarm system / system maintained,,,65173,1820  - 1828 Union St,94123,4,16,4,closed,6/8/09,2,Marina,37.79813674,-122.429444
0904-017207SPR08,,0904-0172,4/20/09,07SPR08,sprinkler / 5-year service,,,65173,1820  - 1828 Union St,94123,4,16,4,closed,6/8/09,2,Marina,37.79813674,-122.429444
0904-017307REC20Y,Y,0904-0173,4/20/09,07REC20,records / ul certificate,,,,2327  - 2329 Mission St,94110,6,7,6,closed,4/20/09,9,Mission,37.75978022,-122.4188069
0904-018107ALR12,,0904-0181,4/21/09,07ALR12,alarm system / system maintained,,,65230,1319  - 1323 Stockton St,94133,1,2,01N,closed,4/21/09,3,Chinatown,37.79792247,-122.4089507
0904-018107SPR08Y,Y,0904-0181,4/21/09,07SPR08,sprinkler / 5-year service,,,65230,1319  - 1323 Stockton St,94133,1,2,01N,closed,4/21/09,3,Chinatown,37.79792247,-122.4089507
0904-018107SPR10,,0904-0181,4/21/09,07SPR10,sprinkler / install additional heads,,,65230,1319  - 1323 Stockton St,94133,1,2,01N,closed,4/21/09,3,Chinatown,37.79792247,-122.4089507
0904-018107STO08,,0904-0181,4/21/09,07STO08,storage / no combustibles allowed,,,65230,1319  - 1323 Stockton St,94133,1,2,01N,closed,4/21/09,3,Chinatown,37.79792247,-122.4089507
0904-018707DOR02,,0904-0187,4/21/09,07DOR02,doors / blocked open,,,,1370  Valencia St,94110,6,11,6,closed,10/26/09,8,Mission,37.7509454,-122.4208479
0904-018707EXT04,,0904-0187,4/21/09,07EXT04,extinguisher / service required,,,,1370  Valencia St,94110,6,11,6,closed,10/26/09,8,Mission,37.7509454,-122.4208479
0904-018707EXT15,,0904-0187,4/21/09,07EXT15,extinguisher / required,,,,1370  Valencia St,94110,6,11,6,closed,10/26/09,8,Mission,37.7509454,-122.4208479
0904-018707ILL02,,0904-0187,4/21/09,07ILL02,illumination / repair emergency lighting,,,,1370  Valencia St,94110,6,11,6,closed,10/26/09,8,Mission,37.7509454,-122.4208479
0904-018707SPR08Y,Y,0904-0187,4/21/09,07SPR08,sprinkler / 5-year service,,,,1370  Valencia St,94110,6,11,6,closed,10/26/09,8,Mission,37.7509454,-122.4208479
0904-019407DOR02,,0904-0194,4/22/09,07DOR02,doors / blocked open,,correct - no permit,65235,1  Ferry Building,94111,1,35,03N,closed,4/22/09,3,Financial District/South Beach,37.795764,-122.393413
0904-019407STO18Y,Y,0904-0194,4/22/09,07STO18,storage / combustibles in exit path,,correct - no permit,65235,1  Ferry Building,94111,1,35,03N,closed,4/22/09,3,Financial District/South Beach,37.795764,-122.393413
0904-020607ELE07Y,Y,0904-0206,4/23/09,07ELE07,electrical / hazards,,,,121  Spear St,94105,3,35,03N,closed,7/1/09,6,Financial District/South Beach,37.79188786,-122.392751
0904-020607EXT15,,0904-0206,4/23/09,07EXT15,extinguisher / required,,,,121  Spear St,94105,3,35,03N,closed,7/1/09,6,Financial District/South Beach,37.79188786,-122.392751
0904-020607PEN02,,0904-0206,4/23/09,07PEN02,"penetrations/corridor walls, ceilings",,,,121  Spear St,94105,3,35,03N,closed,7/1/09,6,Financial District/South Beach,37.79188786,-122.392751
0904-021307EXT15Y,Y,0904-0213,4/24/09,07EXT15,extinguisher / required,,,65518,642  Taraval St,94116,8,40,8,closed,5/13/09,7,West of Twin Peaks,37.74340144,-122.4733186
0904-0213SFC,,0904-0213,4/24/09,SFC,2007 san francisco fire code,,,65518,642  Taraval St,94116,8,40,8,closed,5/13/09,7,West of Twin Peaks,37.74340144,-122.4733186
0904-022407EXI02,,0904-0224,4/24/09,07EXI02,exits / storage in pathway,,,,800  Powell St,94108,1,2,01N,closed,5/19/09,3,Chinatown,37.79234141,-122.4090153
0904-0224SFCY,Y,0904-0224,4/24/09,SFC,2007 san francisco fire code,,,,800  Powell St,94108,1,2,01N,closed,5/19/09,3,Chinatown,37.79234141,-122.4090153
0904-022507EXT08,,0904-0225,4/24/09,07EXT08,extinguisher / obstructions,,,65516,551  Faxon Ave,94112,9,15,9,closed,5/6/09,7,Oceanview/Merced/Ingleside,37.72458236,-122.4604919
0904-022507ILL02Y,Y,0904-0225,4/24/09,07ILL02,illumination / repair emergency lighting,,,65516,551  Faxon Ave,94112,9,15,9,closed,5/6/09,7,Oceanview/Merced/Ingleside,37.72458236,-122.4604919
0904-023107EXI02Y,Y,0904-0231,4/27/09,07EXI02,exits / storage in pathway,,correct - no permit,65423,701  - 709 Union St,94133,1,28,01N,closed,6/23/11,3,Chinatown,37.80005158,-122.411033
0904-0241SFCY,Y,0904-0241,4/28/09,SFC,2007 san francisco fire code,,,,4392  - 4394 17th St,94114,5,12,5,closed,5/13/09,8,Castro/Upper Market,37.76221936,-122.4430455
0904-025207PER01Y,Y,0904-0252,4/29/09,07PER01,permit / general,,obtain permit,,925  Toland St,94124,10,9,10,closed,2/25/15,10,Bayview Hunters Point,37.74123249,-122.4009112
0904-025307PA01Y,Y,0904-0253,4/29/09,07PA01,public assembly / permit required,,obtain permit,65496,1234  - 1268 Grant Ave,94133,1,2,01N,closed,11/30/09,3,North Beach,37.79864786,-122.4070024
0904-025407ALR12Y,Y,0904-0254,4/29/09,07ALR12,alarm system / system maintained,,correct - no permit,66425,700  Laguna St,94102,2,36,02N,closed,5/27/09,5,Hayes Valley,37.77767619,-122.4263176
0904-026807PER01Y,Y,0904-0268,4/30/09,07PER01,permit / general,,,65530,551  - 561 03rd St,94107,3,8,03S,closed,2/1/10,6,Financial District/South Beach,37.78064722,-122.3946292
0904-0268SFC,,0904-0268,4/30/09,SFC,2007 san francisco fire code,,,65530,551  - 561 03rd St,94107,3,8,03S,closed,2/1/10,6,Financial District/South Beach,37.78064722,-122.3946292
0904-026907DOR08Y,Y,0904-0269,4/30/09,07DOR08,doors / latches,,,,300  - 318 Columbus Ave,94133,1,2,01N,closed,8/11/09,3,North Beach,37.79820369,-122.40676
0904-026907EXT04,,0904-0269,4/30/09,07EXT04,extinguisher / service required,,,,300  - 318 Columbus Ave,94133,1,2,01N,closed,8/11/09,3,North Beach,37.79820369,-122.40676
0904-026907PA01,,0904-0269,4/30/09,07PA01,public assembly / permit required,,,,300  - 318 Columbus Ave,94133,1,2,01N,closed,8/11/09,3,North Beach,37.79820369,-122.40676
0904-027007ALR12Y,Y,0904-0270,4/30/09,07ALR12,alarm system / system maintained,,correct - no permit,,733  - 735 Fillmore St,94117,5,5,5,closed,5/14/09,5,Hayes Valley,37.77629624,-122.4316523
0904-027007EXT04,,0904-0270,4/30/09,07EXT04,extinguisher / service required,,correct - no permit,,733  - 735 Fillmore St,94117,5,5,5,closed,5/14/09,5,Hayes Valley,37.77629624,-122.4316523
0904-027107DOR25Y,Y,0904-0271,4/30/09,07DOR25,doors / non-conforming hardware,,correct - no permit,,581  - 583 Hayes St,94102,2,36,02N,closed,5/14/09,5,Hayes Valley,37.7763124,-122.4259223
0904-027107ILL09,,0904-0271,4/30/09,07ILL09,illumination / emergency power required,,correct - no permit,,581  - 583 Hayes St,94102,2,36,02N,closed,5/14/09,5,Hayes Valley,37.7763124,-122.4259223
0904-027207ILL02Y,Y,0904-0272,4/30/09,07ILL02,illumination / repair emergency lighting,,,65525,518  - 520 Taylor St,94102,1,3,01W,closed,5/6/09,3,Tenderloin,37.78735797,-122.4113348
0904-027307ALR12Y,Y,0904-0273,4/30/09,07ALR12,alarm system / system maintained,,,,2271  Fulton St,94117,5,21,5,closed,4/30/09,1,Lone Mountain/USF,37.77459654,-122.4541001
0905-000207ILL02Y,Y,0905-0002,5/1/09,07ILL02,illumination / repair emergency lighting,,correct - no permit,65597,5800  - 5802 Geary Blvd,94121,7,14,7,closed,5/11/09,1,Outer Richmond,37.78054098,-122.4817136
0905-000207ILL14,,0905-0002,5/1/09,07ILL14,illumination / exit sign visibility impaired,,correct - no permit,65597,5800  - 5802 Geary Blvd,94121,7,14,7,closed,5/11/09,1,Outer Richmond,37.78054098,-122.4817136
0905-0002SFC,,0905-0002,5/1/09,SFC,2007 san francisco fire code,,correct - no permit,65597,5800  - 5802 Geary Blvd,94121,7,14,7,closed,5/11/09,1,Outer Richmond,37.78054098,-122.4817136
0905-001207ALR12Y,Y,0905-0012,5/1/09,07ALR12,alarm system / system maintained,,,65532,1618  Lombard St,94123,4,16,4,closed,5/7/09,2,Marina,37.80115787,-122.4283107
0905-001307EXI13Y,Y,0905-0013,5/1/09,07EXI13,exits/fire escapes,,,,3201  Gough St,94123,4,16,4,closed,6/12/09,2,Marina,37.80293848,-122.4285142
0905-001407DOR02Y,Y,0905-0014,5/1/09,07DOR02,doors / blocked open,,,65552,750  Ofarrell St,94109,4,3,4,closed,5/8/09,6,Tenderloin,37.78553968,-122.4172526
